iter	Passed	Remaining
443	2649	3325
444	2652	3315
445	2655	3305
446	2658	3295
447	2660	3285
448	2663	3276
449	2666	3266
450	2669	3257
451	2674	3249
452	2677	3240
453	2680	3230
454	2683	3221
455	2686	3211
456	2688	3201
457	2691	3192
458	2694	3182
459	2697	3173
460	2701	3165
461	2705	3156
462	2707	3147
463	2709	3137
464	2712	3128
465	2716	3119
466	2718	3109
467	2722	3101
468	2725	3092
469	2728	3083
470	2732	3075
471	2734	3065
472	2737	3056
473	2740	3047
474	2744	3039
475	2748	3031
476	2751	3023
477	2755	3015
478	2757	3006
479	2761	2997
480	2763	2988
481	2766	2979
482	2769	2970
483	2772	2961
484	2775	2953
485	2779	2945
486	2782	2937
487	2785	2928
488	2788	2919
489	2791	2911
490	2793	2902
491	2796	2893
492	2799	2884
493	2802	2876
494	2807	2869
495	2810	2861
496	2813	2852
497	2815	2844
498	2819	2836
499	2822	2827
500	2824	2818
501	2827	2810
502	2830	2802
503	2834	2795
504	2838	2787
505	2841	2779
506	2843	2770
507	2846	2762
508	2850	2754
509	2852	2746
510	2855	2738
511	2859	2730
512	2862	2722
513	2865	2715
514	2868	2706
515	2871	2698
516	2874	2690
517	2876	2681
518	2880	2674
519	2883	2666
520	2887	2659
521	2890	2651
522	2893	2643
523	2896	2635
524	2899	2628
525	2901	2619
526	2904	2612
527	2907	2604
528	2911	2597
529	2915	2590
530	2918	2582
531	2920	2574
532	2923	2566
533	2926	2558
534	2929	2550
535	2931	2542
536	2934	2534
537	2938	2527
538	2941	2520
539	2944	2512
540	2946	2504
541	2949	2496
542	2951	2488
543	2954	2481
544	2957	2473
545	2960	2466
546	2963	2459
547	2966	2451
548	2969	2444
549	2972	2436
550	2975	2428
551	2977	2421
552	2980	2413
553	2983	2405
554	2985	2398
555	2988	2391
556	2992	2384
557	2995	2376
558	2997	2369
559	3000	2361
560	3003	2354
561	3005	2346
562	3008	2339
563	3011	2331
564	3015	2325
565	3019	2319
566	3022	2311
567	3024	2304
568	3027	2296
569	3030	2289
570	3032	2282
571	3035	2274
572	3037	2267
573	3040	2260
574	3044	2253
575	3046	2246
576	3049	2239
577	3051	2231
578	3054	2224
579	3057	2217
580	3059	2210
581	3062	2203
582	3065	2196
583	3068	2189
584	3071	2182
585	3074	2175
586	3077	2168
587	3080	2161
588	3082	2154
589	3084	2147
590	3087	2140
591	3091	2134
592	3094	2127
593	3096	2120
594	3099	2113
595	3101	2105
596	3104	2099
597	3107	2092
598	3110	2085
599	3113	2079
600	3116	2072
601	3119	2066
602	3123	2059
603	3125	2052
604	3128	2045
605	3130	2038
606	3133	2032
607	3136	2025
608	3139	2018
609	3142	2012
610	3145	2005
611	3148	1999
612	3151	1992
613	3153	1985
614	3156	1979
615	3159	1972
616	3161	1965
617	3165	1959
618	3169	1953
619	3172	1947
620	3175	1941
621	3178	1934
622	3181	1928
623	3184	1922
624	3187	1915
625	3190	1909
626	3193	1902
627	3197	1897
628	3200	1890
629	3203	1884
630	3206	1877
631	3209	1871
632	3212	1865
633	3215	1858
634	3217	1852
635	3220	1846
636	3224	1840
637	3229	1835
638	3231	1828
639	3234	1822
640	3237	1815
641	3239	1809
642	3243	1803
643	3246	1797
644	3249	1791
645	3253	1785
646	3256	1779
647	3259	1773
648	3262	1767
649	3265	1761
650	3268	1754
651	3271	1748
652	3275	1743
653	3278	1737
654	3281	1730
655	3283	1724
656	3286	1718
657	3290	1712
658	3292	1706
659	3295	1700
660	3298	1694
661	3302	1688
662	3305	1682
663	3308	1676
664	3311	1670
665	3314	1664
666	3316	1658
667	3319	1652
668	3321	1645
669	3324	1639
670	3327	1634
671	3331	1628
672	3334	1622
673	3337	1616
674	3339	1610
675	3342	1604
676	3344	1598
677	3347	1592
678	3350	1586
679	3353	1580
680	3356	1574
681	3359	1568
682	3363	1563
683	3367	1557
684	3369	1551
685	3372	1545
686	3375	1540
687	3378	1534
688	3382	1528
689	3385	1523
690	3388	1517
691	3391	1511
692	3394	1505
693	3396	1499
694	3398	1493
695	3401	1487
696	3404	1482
697	3408	1476
698	3411	1470
699	3413	1464
700	3415	1459
701	3418	1453
702	3421	1447
703	3423	1441
704	3426	1435
705	3428	1429
706	3432	1424
707	3435	1418
708	3439	1413
709	3441	1407
710	3444	1401
711	3446	1396
712	3449	1390
713	3452	1384
714	3454	1379
715	3457	1373
716	3461	1368
717	3463	1362
718	3466	1356
719	3469	1351
720	3471	1345
721	3474	1339
722	3476	1333
723	3479	1328
724	3484	1323
725	3487	1318
726	3490	1312
727	3493	1307
728	3495	1301
729	3499	1296
730	3502	1290
731	3505	1285
732	3509	1280
733	3512	1274
734	3516	1269
735	3519	1264
736	3523	1258
737	3525	1253
738	3529	1248
739	3532	1242
740	3536	1237
741	3540	1232
742	3543	1227
743	3546	1221
744	3549	1216
745	3552	1211
746	3555	1205
747	3559	1200
748	3562	1195
749	3566	1190
750	3569	1185
751	3572	1179
752	3576	1174
753	3580	1169
754	3582	1164
755	3586	1159
756	3591	1154
757	3595	1149
758	3598	1144
759	3602	1139
760	3606	1134
761	3609	1128
762	3611	1123
763	3615	1118
764	3619	1113
765	3622	1108
766	3626	1103
767	3629	1097
768	3632	1092
769	3635	1087
770	3638	1082
771	3641	1076
772	3644	1071
773	3649	1066
774	3652	1061
775	3655	1056
776	3658	1051
777	3661	1046
778	3665	1041
779	3668	1035
780	3671	1030
781	3675	1026
782	3679	1021
783	3682	1015
784	3685	1010
785	3688	1005
786	3691	1000
787	3694	995
788	3697	990
789	3701	985
790	3705	980
791	3708	975
792	3711	970
793	3714	964
794	3717	959
795	3720	954
796	3724	949
797	3728	944
798	3732	940
799	3735	935
800	3738	929
801	3741	924
802	3745	919
803	3748	914
804	3751	909
805	3755	904
806	3758	900
807	3762	895
808	3765	890
809	3768	885
810	3771	879
811	3773	874
812	3775	869
813	3778	864
814	3782	859
815	3785	854
816	3788	849
817	3790	844
818	3793	839
819	3796	834
820	3800	829
821	3803	824
822	3805	819
823	3808	814
824	3812	809
825	3815	804
826	3817	799
827	3820	794
828	3822	789
829	3825	784
830	3828	779
831	3831	774
832	3834	769
833	3837	764
834	3841	759
835	3843	754
836	3846	749
837	3849	745
838	3852	740
839	3854	735
840	3857	730
841	3861	725
842	3865	720
843	3868	715
844	3871	711
845	3875	706
846	3878	701
847	3881	696
848	3883	691
849	3886	686
850	3889	681
851	3893	677
852	3896	672
853	3898	667
854	3900	662
855	3904	657
856	3907	652
857	3910	647
858	3913	643
859	3917	638
860	3921	633
861	3924	629
862	3927	624
863	3930	619
864	3933	614
865	3936	609
866	3939	605
867	3942	600
868	3946	595
869	3949	590
870	3952	586
871	3954	581
872	3957	576
873	3960	571
874	3962	566
875	3965	562
876	3969	557
877	3972	552
878	3975	547
879	3978	543
880	3981	538
881	3983	533
882	3986	528
883	3989	524
884	3991	519
885	3995	514
886	3998	510
887	4001	505
888	4004	500
889	4006	495
890	4009	491
891	4012	486
892	4014	481
893	4016	476
894	4020	472
895	4023	467
896	4026	462
897	4028	458
898	4031	453
899	4033	448
900	4036	444
901	4039	439
902	4042	434
903	4045	430
904	4049	425
905	4053	420
906	4055	416
907	4058	411
908	4061	407
909	4064	402
910	4066	397
911	4070	393
912	4074	388
913	4077	384
914	4080	379
915	4084	374
916	4087	370
917	4090	365
918	4093	361
919	4096	356
920	4100	352
921	4103	347
922	4106	342
923	4109	338
924	4112	333
925	4115	329
926	4118	324
927	4121	320
928	4124	315
929	4128	311
930	4131	306
931	4134	301
932	4136	297
933	4139	292
934	4143	288
935	4146	283
936	4149	279
937	4152	274
938	4156	270
939	4160	265
940	4162	261
941	4165	256
942	4168	252
943	4170	247
944	4174	243
945	4178	238
946	4181	234
947	4184	229
948	4187	225
949	4190	220
950	4193	216
951	4196	211
952	4198	207
953	4201	202
954	4204	198
955	4207	193
956	4210	189
957	4213	184
958	4215	180
959	4218	175
960	4221	171
961	4223	167
962	4226	162
963	4228	158
964	4231	153
965	4235	149
966	4237	144
967	4240	140
968	4242	135
969	4245	131
970	4248	127
971	4250	122
972	4253	118
973	4256	113
974	4259	109
975	4264	104
976	4266	100
977	4269	96
978	4272	91
979	4274	87
980	4278	82
981	4280	78
982	4284	74
983	4287	69
984	4290	65
985	4294	61
986	4297	56
987	4299	52
988	4302	47
989	4305	43
990	4310	39
991	4316	34
992	4319	30
993	4323	26
994	4327	21
995	4330	17
996	4334	13
997	4340	8
998	4346	4
999	4350	0
