iter	MultiClass
219	0.3803451204
220	0.3792563388
221	0.3777985407
222	0.3764139254
223	0.3748693647
224	0.3735517776
225	0.372225214
226	0.3706974938
227	0.3692908861
228	0.3681592336
229	0.3667600823
230	0.3652709783
231	0.3641535751
232	0.3629935986
233	0.3615691099
234	0.3603646585
235	0.3591763429
236	0.3579372546
237	0.3567849627
238	0.3556030813
239	0.3547621662
240	0.3535733802
241	0.3524261198
242	0.3512060479
243	0.3499611342
244	0.3490954154
245	0.3481254718
246	0.3467631166
247	0.3458298883
248	0.3445718385
249	0.3431341457
250	0.3420802879
251	0.3409111488
252	0.3395818915
253	0.3383323976
254	0.3371503692
255	0.3361392274
256	0.3347353441
257	0.3338441113
258	0.3326274798
259	0.3315107613
260	0.3305143707
261	0.3294753257
262	0.3285273069
263	0.3279425205
264	0.3270290424
265	0.326390857
266	0.3254665564
267	0.3243324198
268	0.3232593337
269	0.3225392966
270	0.3216875742
271	0.3207451025
272	0.3197291485
273	0.3188594338
274	0.3178879147
275	0.3172618918
276	0.316221921
277	0.3153197554
278	0.3143029055
279	0.3133049544
280	0.3123302204
281	0.3114411689
282	0.3107726173
283	0.3098131566
284	0.3089793793
285	0.3079273345
286	0.3069602325
287	0.3059796323
288	0.3053095772
289	0.3044727053
290	0.3031983634
291	0.3025608233
292	0.3016184424
293	0.3003740633
294	0.2994438637
295	0.2984382227
296	0.2975315718
297	0.2961121699
298	0.2951959505
299	0.2942772897
300	0.2935669213
301	0.2927233207
302	0.2917631609
303	0.2909342714
304	0.2900662293
305	0.2893112141
306	0.2886024023
307	0.2879734163
308	0.2869197079
309	0.2859135038
310	0.2849851195
311	0.284045377
312	0.283231976
313	0.2822099063
314	0.2813998271
315	0.2806472186
316	0.2797471518
317	0.2789105636
318	0.2779509509
319	0.2772226052
320	0.2765055351
321	0.2756278254
322	0.2749399641
323	0.2739760863
324	0.2733708713
325	0.2725510568
326	0.2716467524
327	0.2707841798
328	0.2701276478
329	0.2692890766
330	0.2685716018
331	0.267858381
332	0.2671272731
333	0.2664206205
334	0.2658038351
335	0.2650632419
336	0.2644476216
337	0.2636890858
338	0.2629175887
339	0.2620782401
340	0.2614228543
341	0.2608769314
342	0.26000683
343	0.259231929
344	0.2583379568
345	0.2577333876
346	0.2569411958
347	0.2561337409
348	0.2555214472
349	0.2550975398
350	0.2543915673
351	0.2535661016
352	0.2528497319
353	0.2522740701
354	0.251464515
355	0.2510541698
356	0.2501401873
357	0.2496683565
358	0.2489537678
359	0.2481203787
360	0.2473071518
361	0.2467662376
362	0.2460216765
363	0.2455471682
364	0.2448054652
365	0.2441863721
366	0.2435968844
367	0.2430857834
368	0.2422816897
369	0.2414190105
370	0.2408483711
371	0.2400852872
372	0.2394709685
373	0.2389452113
374	0.2384411446
375	0.2378971597
376	0.2373661698
377	0.2369232309
378	0.2363513153
379	0.2358124355
380	0.2353137095
381	0.2347830582
382	0.234247094
383	0.2336543256
384	0.2330640391
385	0.2323332944
386	0.2317360506
387	0.2311768193
388	0.2305815165
389	0.2302160839
390	0.2295551711
391	0.2291356952
392	0.2287705065
393	0.2280694657
394	0.227429245
395	0.2268583633
396	0.2265619883
397	0.2259240916
398	0.2250942356
399	0.2246872164
400	0.2241769048
401	0.2236554256
402	0.2230474317
403	0.222737585
404	0.2222385134
405	0.221457017
406	0.220890174
407	0.2205030249
408	0.2199517966
409	0.2193283821
410	0.2189233537
411	0.2185842213
412	0.2180087
413	0.2175409566
414	0.2170323879
415	0.2164923388
416	0.2159603977
417	0.2155112202
418	0.2148731313
419	0.2143899258
420	0.2138659207
421	0.2133570384
422	0.2126696347
423	0.2121928572
424	0.2114586153
425	0.2108544492
426	0.2105492867
427	0.2100514148
428	0.2094151294
429	0.2089186542
430	0.2084186575
431	0.2079417651
432	0.2073161534
433	0.2066419304
434	0.2060934224
435	0.2055203552
436	0.2052416711
437	0.2047242214
438	0.2041215044
439	0.2036277463
440	0.2030650246
441	0.2025492327
442	0.2020157794
443	0.2015255286
444	0.2011089311
445	0.2005823188
446	0.1999643766
447	0.1993431659
448	0.1988217196
449	0.1983849567
450	0.1979498609
451	0.1976058109
452	0.1971422949
453	0.1966525676
454	0.1960481249
455	0.1956379962
456	0.1949909664
457	0.1943423643
458	0.1939916244
459	0.1934563444
460	0.1931919487
461	0.1927499514
462	0.19223024
463	0.1917835845
464	0.1913160083
465	0.1908657449
466	0.1904828309
467	0.1900100648
468	0.1895510267
469	0.1889872807
470	0.1883175838
471	0.1879375868
472	0.1874421223
473	0.1871152338
474	0.1867780901
475	0.1863795474
476	0.1859972736
477	0.1856122305
478	0.1852690147
479	0.1848514597
480	0.1845582669
481	0.1842450723
482	0.1839270723
483	0.1835241226
484	0.1831276669
485	0.182604163
486	0.1823725595
487	0.1819486412
488	0.1814816147
489	0.1811095714
490	0.1807711927
491	0.1802302152
492	0.1798590617
493	0.1793916491
494	0.1788921265
495	0.1786150716
496	0.1782388985
497	0.1778994699
498	0.1775688691
499	0.1773453621
500	0.1769166141
501	0.1766312108
502	0.1762153685
503	0.175805933
504	0.1754574985
505	0.1751533867
506	0.1746723458
507	0.1742387606
508	0.173964128
509	0.1733498477
510	0.1728306517
511	0.1725352397
512	0.1723351342
513	0.1719463006
514	0.1716205822
515	0.1711821581
516	0.1708664094
517	0.1704853843
518	0.1701897359
519	0.1698539727
520	0.1693324518
521	0.1689922452
522	0.1685777021
523	0.1681600489
524	0.1677406183
525	0.1674109193
526	0.1669744519
527	0.1666081243
528	0.1661125767
529	0.1656338406
530	0.1651602831
531	0.1648111373
532	0.1643562606
533	0.1640189021
534	0.1636971468
535	0.1633465311
536	0.1631181749
537	0.1627328277
538	0.1623513925
539	0.162002962
540	0.1616715459
541	0.161213774
542	0.1608978338
543	0.1605889152
544	0.1601152888
545	0.1598240962
546	0.1595955788
547	0.1593648194
548	0.1589792295
549	0.1586006317
550	0.1583666159
551	0.1579772432
552	0.1576528044
553	0.1571863412
554	0.156961714
555	0.1565076276
556	0.156292964
557	0.1558687001
558	0.155466571
559	0.1549782359
560	0.1547135852
561	0.1544637505
562	0.15411641
563	0.1538104586
564	0.1534945166
565	0.153220358
566	0.152871123
567	0.152598873
568	0.1521400209
569	0.1518373425
570	0.1514930201
571	0.1512682059
572	0.1509386797
573	0.1505998966
574	0.1501636467
575	0.1497391678
576	0.1494679171
577	0.1492075687
578	0.1491672549
579	0.1488340735
580	0.148563877
581	0.1482148359
582	0.1478291385
583	0.1475811711
584	0.1473068243
585	0.1469466057
586	0.1468028664
587	0.1465172404
588	0.1461801716
589	0.1458573286
590	0.1455541506
591	0.1452549979
592	0.1448951806
593	0.144693152
594	0.1444514905
595	0.1441290377
596	0.1437305943
597	0.1434167628
598	0.1432203966
599	0.1428704606
600	0.1425572208
601	0.1422292389
602	0.141877349
603	0.1415469364
604	0.1412594016
605	0.1409382018
606	0.1405800216
607	0.1403787307
608	0.140000097
609	0.1397410006
610	0.1393590307
611	0.1390725369
612	0.1388388405
613	0.1385570771
614	0.1382595823
615	0.1379956281
616	0.1376767674
617	0.1374049911
618	0.1371905912
619	0.1367843584
620	0.136512194
621	0.1362033776
622	0.135955045
623	0.1357141369
624	0.1354822667
625	0.1351921623
626	0.1348893941
627	0.1345689779
628	0.1342583624
629	0.1340658041
630	0.133859232
631	0.1336726329
632	0.1333359654
633	0.1331894891
634	0.1328746335
635	0.1326647905
636	0.1323458887
637	0.1320748906
638	0.1319263385
639	0.1316558086
640	0.1313400328
641	0.1309985201
642	0.1307149913
643	0.1305160339
644	0.1302391606
645	0.1300545501
646	0.1297629124
647	0.1295453755
648	0.1293243143
649	0.1290800287
650	0.1287836322
651	0.1285558306
652	0.1281711382
653	0.1279118104
654	0.1276149501
655	0.1273378951
656	0.1270386168
657	0.1267615846
658	0.1264199968
659	0.1261818645
660	0.1258947903
661	0.1256812574
662	0.1254797484
663	0.125296398
664	0.1251993283
665	0.1248486431
666	0.1245611607
667	0.1243181303
668	0.1240484363
669	0.123885434
670	0.123589162
671	0.1234258338
672	0.1231797034
673	0.1228306338
674	0.1224579069
675	0.1222111833
676	0.1220063098
677	0.1218559501
678	0.1215373801
679	0.121246178
680	0.1210260928
681	0.1208422792
682	0.1206294612
683	0.1203234422
684	0.1201109079
685	0.1198655447
686	0.1195803366
687	0.1193428134
688	0.1191732399
689	0.118947524
690	0.1187213379
691	0.1184459012
692	0.1181516309
693	0.1179560639
694	0.1177008589
695	0.1174711559
696	0.1172516672
697	0.1169735248
698	0.1167156793
699	0.1165201127
700	0.1163377352
701	0.1161838557
702	0.1159151218
703	0.1157439834
704	0.1155741727
705	0.1153943286
706	0.1152221667
707	0.1149994188
708	0.1147764415
709	0.114590432
710	0.1142896669
711	0.1140725675
712	0.1138342666
713	0.1137123434
714	0.1134984603
715	0.113344966
716	0.1131328717
717	0.1128281591
718	0.1126091897
719	0.1124588753
720	0.1122289744
721	0.1120720804
722	0.1118539394
723	0.1115798712
724	0.1113151881
725	0.111101988
726	0.1108462198
727	0.1106737811
728	0.1104199475
729	0.1103302324
730	0.1100495718
731	0.1098261644
732	0.1096606578
733	0.1094993558
734	0.1092545259
735	0.1090762292
736	0.1088995072
737	0.1086529535
738	0.1084716129
739	0.1083056137
740	0.1080625474
741	0.1078900104
742	0.1077644554
743	0.1075892808
744	0.1073167971
745	0.1070794448
746	0.1068621134
747	0.1066500478
748	0.1064058177
749	0.1061358975
750	0.1059893285
751	0.1058140884
752	0.1056599374
753	0.1054960346
754	0.1053016131
755	0.1051229883
756	0.104897774
757	0.1047147563
758	0.1044765496
759	0.1042693757
760	0.1041263075
761	0.1039763055
762	0.1037102425
763	0.1034280342
764	0.1032394854
765	0.1031063859
766	0.1029980368
767	0.1027459858
768	0.1024442789
769	0.102311509
770	0.1021333946
771	0.1019265697
772	0.1017335445
773	0.1015456368
774	0.101407227
775	0.1012849998
776	0.1011234805
777	0.1009448145
778	0.1007321296
779	0.1004758212
780	0.1003449831
781	0.1001417277
782	0.09994617931
783	0.09966922045
784	0.09954096304
785	0.09942435324
786	0.09923633484
787	0.09906202072
788	0.09885486886
789	0.09865066215
790	0.09844542423
791	0.09821030357
792	0.0980295242
793	0.09779555038
794	0.09770024482
795	0.09755876505
796	0.09738013742
797	0.09724560988
798	0.09709656602
799	0.09684160533
800	0.09661768615
801	0.09649428067
802	0.09633418127
803	0.09616979356
804	0.09593874236
805	0.09572766994
806	0.09554447801
807	0.09537576884
808	0.09516638449
809	0.0950283343
810	0.09488789539
811	0.09475251569
812	0.09457293468
813	0.0944070234
814	0.09418374321
815	0.09401684954
816	0.0938698937
817	0.09366731391
818	0.09354969547
819	0.09340988746
820	0.09325551134
821	0.09309314214
822	0.09292344241
823	0.09279821224
824	0.09265003637
825	0.09248166602
826	0.09228673357
827	0.09204866518
828	0.09180818975
829	0.09166308899
830	0.0915207718
831	0.0913640827
832	0.09118553604
833	0.09096103618
834	0.09088796169
835	0.09075116425
836	0.09064055564
837	0.09048069146
838	0.09032127279
839	0.09021002621
840	0.08998632364
841	0.0897640289
842	0.08959393595
843	0.08941434463
844	0.08927463303
845	0.08908317225
846	0.08891761083
847	0.08874644337
848	0.08856062947
849	0.0883758924
850	0.08823547475
851	0.08812226238
852	0.0880097452
853	0.08781670323
854	0.08769146005
855	0.08751314273
856	0.08728981994
857	0.08715656462
858	0.08701561007
859	0.08687106173
860	0.0867667741
861	0.08663376182
862	0.08652420331
863	0.08640683908
864	0.0862783765
865	0.08612798984
866	0.08599826465
867	0.08584212755
868	0.08568914447
869	0.08553396486
870	0.08540905892
871	0.08532780489
872	0.08517527588
873	0.08501510585
874	0.08485599172
875	0.08473827312
876	0.08461946346
877	0.08448982164
878	0.08436404114
879	0.08424227602
880	0.08411547342
881	0.08398012206
882	0.08384349985
883	0.08370165736
884	0.08357934935
885	0.08346275163
886	0.08332027046
887	0.08314750851
888	0.082994797
889	0.08286558097
890	0.08268244731
891	0.08255260731
892	0.08245202271
893	0.08229565834
894	0.08218066489
895	0.08205346309
896	0.08193468306
897	0.08177535532
898	0.08162984753
899	0.08151769359
900	0.08143901876
901	0.08127191971
902	0.08114413728
903	0.08100940254
904	0.08088528096
905	0.08077415482
906	0.08066684838
907	0.0805202512
908	0.0803594752
909	0.08022851646
910	0.08009938538
911	0.07996112504
912	0.07976500622
913	0.07964037818
914	0.07951025323
915	0.07935254464
916	0.07918765769
917	0.07901672317
918	0.07887923534
919	0.07873149286
920	0.07856305602
921	0.07846983411
922	0.0783541654
923	0.07823962306
924	0.07809107253
925	0.07799021392
926	0.07785523381
927	0.07772841729
928	0.07757371246
929	0.07739033874
930	0.07727510869
931	0.07714577627
932	0.07704522977
933	0.07694977875
934	0.07680161188
935	0.0766974411
936	0.07658480741
937	0.076420906
938	0.07629227724
939	0.07619914705
940	0.07606075438
941	0.07590639467
942	0.07580812649
943	0.0757156666
944	0.07563301599
945	0.07551040039
946	0.07538312224
947	0.07523508649
948	0.07515076537
949	0.07502495472
950	0.07491981594
951	0.07479239735
952	0.0746937539
953	0.0745776962
954	0.07447773935
955	0.07434553069
956	0.07425169036
957	0.07408817996
958	0.07394808205
959	0.07385227977
960	0.07371245182
961	0.07361864333
962	0.07351479492
963	0.07340080271
964	0.07330191228
965	0.07321831468
966	0.07308772993
967	0.07294068969
968	0.07283916127
969	0.07272627581
970	0.07260735813
971	0.07252343188
972	0.07240851717
973	0.07226168721
974	0.07212674405
975	0.07201830306
976	0.07193403672
977	0.07180546005
978	0.07166986208
979	0.07156603821
980	0.071432657
981	0.07135470632
982	0.0712550811
983	0.07116917536
984	0.07104530864
985	0.07094348668
986	0.07088519089
987	0.07076698736
988	0.07069600433
989	0.07058442634
990	0.07048705684
991	0.07033443932
992	0.07017294526
993	0.07005267824
994	0.06995936216
995	0.06984492773
996	0.0697113387
997	0.06960583307
998	0.0695008956
999	0.06941214932
